question,correct_answer,student_answer,gap_type,gap_score,socratic_question
Bikini Boot Camp is different from the others in that  _  .,it is a diet program full of fun,This is incorrect because it,misconception,0.13081957399845123,Why do you think that is the case?
What is implied in the passage by the writer?,"If you cease to struggle,you cease to live.","If you cease to struggle,you cease to live.",correct,1.0,Why do you think that is the case?
The process in which organ systems work to maintain a stable internal environment is called what?,homeostasis,homeostasis,correct,0.9999998807907104,Can you explain your reasoning?
Why does Morioka encourage authors to hold talks?,To help readers make more friends.,To help readers make,incomplete,0.7456504106521606,Why do you think that is the case?
What kind of planet might NOT support life?,Most of the planets of the stars.,Most of the planets of,correct,0.881975531578064,Why do you think that is the case?
Which of the following statements is true?,Farmers mainly use machines on their farms at present.,Farmers mainly use machines on their farms at present.,correct,1.0000001192092896,Why do you think that is the case?
What kind of planet might NOT support life?,Most of the planets of the stars.,Most of the planets of the stars.,correct,1.0,Why do you think that is the case?
"According to the passage, Teary Joe   _  .",relied on others' sympathy   before,relied on others' sympathy   before,correct,0.9999999403953552,Why do you think that is the case?
"According to the author, well-designed clothes   _  .",help people feel sure of themselves,help people feel sure,incomplete,0.8329542279243469,Why do you think that is the case?
More than half of all known organisms are what?,insects,insects,correct,0.9999999403953552,Can you explain your reasoning?
"When he talked to Wendy, the author failed to understand that   _  .",Wendy knew she was going to die,Wendy knew she was going to die,correct,1.0,Why do you think that is the case?
Roadside signs wired to traffic lights are not the best way to create a smooth passage because  _  .,they are too costly and not widely used,they are too costly and not widely used,correct,1.0000001192092896,Why do you think that is the case?
People enter the world of fantasy for the following reasons EXCEPT that   _  .,the world of fantasy frightens us,This is incorrect because the,misconception,0.047102317214012146,Why do you think that is the case?
Sensory neurons transmit nerve impulses from sense organs and internal organs to the brain via the?,spinal cord,spinal cord,correct,0.9999998807907104,Can you explain your reasoning?
Why does Morioka encourage authors to hold talks?,To help readers make more friends.,To help readers make more friends.,correct,1.0,Why do you think that is the case?
The heart and a network of blood vessels that run throughout the body make up what organ system?,cardiovascular system,cardiovascular system,correct,1.0,Can you explain your reasoning?
"Which, according to the writer, is true?",No other film center made more films than Hollywood did.,This is incorrect because No,misconception,0.14925120770931244,Why do you think that is the case?
"According to the passage, the first and most important thing to be other people's friend is   _  .",to treat your friend as you like to be,This is incorrect because to,misconception,0.15617483854293823,Why do you think that is the case?
"In the cardiovascular system, what blood vessels carry blood away from the heart?",arteries,arteries,correct,0.9999998807907104,Can you explain your reasoning?
"What organism is characterized by an incomplete digestive system and a single, tentacled opening?",cnidarians,cnidarians,correct,1.0,Can you explain your reasoning?
What renewable energy source converts energy from the sunlight into electricity?,solar energy,solar energy,correct,0.9999999403953552,Can you explain your reasoning?
Which of the following sentences might Hoogewerf agree with?,Chinese companies need to work hard to improve their finance management and public relations.,Chinese companies need to work hard to improve their finance management and public relations.,correct,1.0,Why do you think that is the case?
